epoch,0,trainError,3.5586,testError4.98756
epoch,1,trainError,2.90306,testError4.2594
epoch,2,trainError,2.7955,testError4.06133
epoch,3,trainError,2.78552,testError4.01349
epoch,4,trainError,2.78434,testError4.00048
epoch,5,trainError,2.78357,testError3.99677
epoch,6,trainError,2.78286,testError3.99579
epoch,7,trainError,2.78227,testError3.99564
epoch,8,trainError,2.78181,testError3.99571
epoch,9,trainError,2.78146,testError3.99583
epoch,10,trainError,2.78119,testError3.99594
epoch,11,trainError,2.78098,testError3.99604
epoch,12,trainError,2.78081,testError3.99612
epoch,13,trainError,2.78067,testError3.99618
epoch,14,trainError,2.78055,testError3.99624
epoch,15,trainError,2.78046,testError3.99628
epoch,16,trainError,2.78038,testError3.99632
epoch,17,trainError,2.78031,testError3.99636
epoch,18,trainError,2.78025,testError3.99639
epoch,19,trainError,2.7802,testError3.99642
epoch,20,trainError,2.78015,testError3.99644
epoch,21,trainError,2.78011,testError3.99647
epoch,22,trainError,2.78008,testError3.99649
epoch,23,trainError,2.78005,testError3.99651
epoch,24,trainError,2.78002,testError3.99653
epoch,25,trainError,2.78,testError3.99655
epoch,26,trainError,2.77997,testError3.99656
epoch,27,trainError,2.77995,testError3.99658
epoch,28,trainError,2.77993,testError3.9966
epoch,29,trainError,2.77992,testError3.99661
epoch,30,trainError,2.7799,testError3.99663
epoch,31,trainError,2.77989,testError3.99664
epoch,32,trainError,2.77988,testError3.99665
epoch,33,trainError,2.77986,testError3.99667
epoch,34,trainError,2.77985,testError3.99668
epoch,35,trainError,2.77984,testError3.99669
epoch,36,trainError,2.77983,testError3.99671
epoch,37,trainError,2.77982,testError3.99672
epoch,38,trainError,2.77981,testError3.99673
epoch,39,trainError,2.77981,testError3.99675
epoch,40,trainError,2.7798,testError3.99676
epoch,41,trainError,2.77979,testError3.99677
epoch,42,trainError,2.77978,testError3.99678
epoch,43,trainError,2.77978,testError3.9968
epoch,44,trainError,2.77977,testError3.99681
epoch,45,trainError,2.77977,testError3.99682
epoch,46,trainError,2.77976,testError3.99684
epoch,47,trainError,2.77975,testError3.99685
epoch,48,trainError,2.77975,testError3.99686
epoch,49,trainError,2.77974,testError3.99688
epoch,50,trainError,2.77973,testError3.99689
epoch,51,trainError,2.77973,testError3.99691
epoch,52,trainError,2.77972,testError3.99692
epoch,53,trainError,2.77971,testError3.99694
epoch,54,trainError,2.7797,testError3.99696
epoch,55,trainError,2.7797,testError3.99697
epoch,56,trainError,2.77969,testError3.99699
epoch,57,trainError,2.77967,testError3.997
epoch,58,trainError,2.77966,testError3.99701
epoch,59,trainError,2.77965,testError3.99702
epoch,60,trainError,2.77963,testError3.99702
epoch,61,trainError,2.77961,testError3.99703
epoch,62,trainError,2.77958,testError3.99703
epoch,63,trainError,2.77956,testError3.99703
epoch,64,trainError,2.77953,testError3.99704
epoch,65,trainError,2.77949,testError3.99704
epoch,66,trainError,2.77946,testError3.99705
epoch,67,trainError,2.77942,testError3.99707
epoch,68,trainError,2.77939,testError3.99708
epoch,69,trainError,2.77935,testError3.9971
epoch,70,trainError,2.77932,testError3.99712
epoch,71,trainError,2.77928,testError3.99715
epoch,72,trainError,2.77925,testError3.99717
epoch,73,trainError,2.77922,testError3.99719
epoch,74,trainError,2.77919,testError3.99722
epoch,75,trainError,2.77916,testError3.99724
epoch,76,trainError,2.77913,testError3.99726
epoch,77,trainError,2.77911,testError3.99728
epoch,78,trainError,2.77908,testError3.9973
epoch,79,trainError,2.77906,testError3.99732
epoch,80,trainError,2.77904,testError3.99734
epoch,81,trainError,2.77902,testError3.99736
epoch,82,trainError,2.779,testError3.99738
epoch,83,trainError,2.77898,testError3.99739
epoch,84,trainError,2.77896,testError3.99741
epoch,85,trainError,2.77894,testError3.99742
epoch,86,trainError,2.77892,testError3.99743
epoch,87,trainError,2.7789,testError3.99745
epoch,88,trainError,2.77889,testError3.99746
epoch,89,trainError,2.77887,testError3.99747
epoch,90,trainError,2.77885,testError3.99748
epoch,91,trainError,2.77883,testError3.99749
epoch,92,trainError,2.77881,testError3.99751
epoch,93,trainError,2.77879,testError3.99752
epoch,94,trainError,2.77877,testError3.99753
epoch,95,trainError,2.77875,testError3.99754
epoch,96,trainError,2.77873,testError3.99755
epoch,97,trainError,2.77871,testError3.99755
epoch,98,trainError,2.77868,testError3.99756
epoch,99,trainError,2.77866,testError3.99757
epoch,100,trainError,2.77864,testError3.99758
epoch,101,trainError,2.77861,testError3.99759
epoch,102,trainError,2.77859,testError3.9976
epoch,103,trainError,2.77856,testError3.9976
epoch,104,trainError,2.77853,testError3.99761
epoch,105,trainError,2.7785,testError3.99762
epoch,106,trainError,2.77847,testError3.99763
epoch,107,trainError,2.77844,testError3.99763
epoch,108,trainError,2.7784,testError3.99764
epoch,109,trainError,2.77837,testError3.99764
epoch,110,trainError,2.77833,testError3.99765
epoch,111,trainError,2.77829,testError3.99765
epoch,112,trainError,2.77824,testError3.99765
epoch,113,trainError,2.77819,testError3.99766
epoch,114,trainError,2.77814,testError3.99766
epoch,115,trainError,2.77809,testError3.99766
epoch,116,trainError,2.77803,testError3.99766
epoch,117,trainError,2.77797,testError3.99765
epoch,118,trainError,2.7779,testError3.99765
epoch,119,trainError,2.77783,testError3.99764
epoch,120,trainError,2.77775,testError3.99763
epoch,121,trainError,2.77767,testError3.99762
epoch,122,trainError,2.77757,testError3.9976
epoch,123,trainError,2.77747,testError3.99758
epoch,124,trainError,2.77735,testError3.99755
epoch,125,trainError,2.77723,testError3.99751
epoch,126,trainError,2.77709,testError3.99746
epoch,127,trainError,2.77693,testError3.99741
epoch,128,trainError,2.77676,testError3.99733
epoch,129,trainError,2.77657,testError3.99723
epoch,130,trainError,2.77636,testError3.99711
epoch,131,trainError,2.77612,testError3.99695
epoch,132,trainError,2.77587,testError3.99674
epoch,133,trainError,2.77559,testError3.99647
epoch,134,trainError,2.77529,testError3.99613
epoch,135,trainError,2.77499,testError3.99569
epoch,136,trainError,2.77469,testError3.99514
epoch,137,trainError,2.77439,testError3.99448
epoch,138,trainError,2.77413,testError3.99371
epoch,139,trainError,2.7739,testError3.99286
epoch,140,trainError,2.77369,testError3.99198
epoch,141,trainError,2.77351,testError3.9911
epoch,142,trainError,2.77335,testError3.99026
epoch,143,trainError,2.77319,testError3.98948
epoch,144,trainError,2.77302,testError3.98876
epoch,145,trainError,2.77285,testError3.9881
epoch,146,trainError,2.77267,testError3.9875
epoch,147,trainError,2.77247,testError3.98693
epoch,148,trainError,2.77225,testError3.9864
epoch,149,trainError,2.77202,testError3.98588
epoch,150,trainError,2.77177,testError3.98538
epoch,151,trainError,2.77151,testError3.98488
epoch,152,trainError,2.77122,testError3.98438
epoch,153,trainError,2.77093,testError3.98386
